365nm,405nm,473nm,530nm,575nm,621nm,660nm,735nm,770nm,830nm,850nm,890nm,940nm,label
12.33,27.46,78.34,60.43,0.48,29.77,8.26,123.55,22.06,74.58,100.27,11.06,26.86,2
12.14,26.95,75.18,57.53,0.34,26.8,7.88,120.85,21.49,72.49,98.97,10.95,26.15,2
10.87,25.79,73.77,55.36,0.23,26.16,7.37,119.41,20.19,72.15,99.73,11.31,25.83,2
11.94,26.02,74.02,57.42,0.35,27.2,8.09,120.23,20.64,71.33,99.44,10.61,25.24,2
11.26,26.45,74.25,56.35,0.5,26.8,7.33,118.33,20.95,70.58,98.66,11.4,26.3,2
11.97,27.26,74.66,56.69,0.32,27.04,7.61,119.08,20.83,71.75,99.09,10.94,25.51,2
11.62,26.05,73.69,55.66,0.17,25.9,7.18,115.54,19.83,69.82,97.73,10.49,24.45,2
12.39,27.09,77.13,59.88,0.34,28.42,7.04,125.89,21.41,76.54,101.78,10.23,26.01,2
12.46,27.2,77.03,59.04,0.52,28.48,7.74,122.83,21.54,75.29,100.51,10.73,26.92,2
12.75,26.97,75.93,57.91,0.35,27.42,8.24,121.34,21.52,74.39,101.48,10.33,26.29,2
11.67,25.67,73.98,56.52,0.39,27.57,8.26,119.46,20.88,72.49,98.93,10.53,25.3,2
11.82,26.32,73.31,55.84,0.49,26.63,7.28,118.94,21.48,72.78,98.79,11.41,25.49,2
11.16,25.64,72.86,56.24,0.33,26.27,7.11,119.84,20.38,71.36,98.92,10.35,25.41,2
11.84,26.7,74.83,57.55,0.45,27.43,7.44,121.02,21.13,72.01,100.24,11.4,25.96,2
12.56,27.82,78.98,59.83,0.59,29.16,7.45,126.06,22.16,74.42,102.89,11.12,26.46,2
12.36,28.87,80.53,61.76,0.27,29.15,8.81,125.34,22.07,74.19,102.49,10.72,26.17,2
12.35,27.47,76.92,58.51,0.36,27.68,8.28,119.49,20.25,70.82,99.53,11.25,25.18,2
10.49,25.55,72.57,55.47,0.39,27.04,6.47,121.58,21.15,74.35,98.01,10.21,25.56,2
11.3,25.87,72.96,55.48,0.22,27.38,6.32,120.18,21.19,72.97,98.48,10.33,25.66,2
12.31,27.58,76.11,58.73,0.45,28.2,8.08,121.45,22.13,74.25,100.28,11.72,26.17,2
11.82,26.24,73.3,55.79,0.41,27.02,7.26,119.83,21.5,73.73,99.23,11.08,25.5,2
12.26,27.5,76.18,58.08,0.49,28.48,8.16,122.93,21.83,74.18,100.93,10.73,26.9,2
11.32,27.08,76.75,59.82,0.28,28.95,8.07,124.95,21.49,73.74,101.25,11.1,25.94,2
11.24,26.5,72.42,56.01,0.33,27.04,7.8,121.17,21.04,72.36,100.36,11.44,26.5,2
12.26,27.57,76.8,59.54,0.39,29.04,8.19,124.78,22.16,74.67,102.14,11.63,26.88,2
11.66,27.56,74.87,58.49,0.31,28.5,7.97,121.77,21.39,71.91,100.81,11.15,26.18,2
12.03,26.97,74.35,56.5,0.24,27.94,7.32,117.94,20.06,69.39,97.39,11.34,25.27,2
10.95,25.05,70.64,53.28,0.44,25.24,7.13,116.13,20.79,72.57,94.93,9.68,23.81,2
12.06,26.17,72.24,55.74,0.34,26.49,7.27,119.47,20.88,74.24,97.94,11.17,25.47,2
13.17,27.71,75.8,58.87,0.37,28.25,9.0,121.33,21.86,74.99,100.88,10.86,26.02,2
11.81,27.26,74.48,57.66,0.41,27.55,7.49,119.28,21.78,72.94,99.89,10.68,25.99,2
12.18,26.33,74.48,57.18,0.31,27.72,8.23,122.2,21.46,74.23,99.94,10.92,26.11,2
12.74,28.18,78.79,60.49,0.51,29.69,8.67,124.83,22.41,76.08,101.27,11.09,26.68,2
11.99,27.6,75.58,57.79,0.52,27.96,8.45,122.3,21.23,73.54,100.13,10.91,26.06,2
11.57,27.7,74.19,57.83,0.25,27.79,8.08,122.57,21.78,72.48,99.71,11.21,25.56,2
11.07,26.17,72.95,55.76,0.21,26.36,7.43,116.29,19.08,69.84,96.31,10.4,24.28,2
10.35,23.68,68.82,52.17,0.12,24.41,6.84,109.29,19.1,65.94,93.06,10.22,24.13,2
11.5,25.53,70.74,54.37,0.45,25.56,6.21,115.7,21.07,74.39,95.33,9.26,24.55,2
12.69,27.25,75.34,57.6,0.23,27.05,7.93,119.07,22.45,74.67,98.87,10.15,25.73,2
12.43,27.58,75.27,57.26,0.42,27.13,7.26,120.47,21.76,75.16,100.47,11.37,26.2,2
12.15,27.88,75.62,58.79,0.3,27.02,8.04,120.56,22.14,74.47,101.06,10.62,26.19,2
10.98,26.3,72.1,54.85,0.26,26.14,6.58,116.83,21.2,72.41,97.64,10.08,24.75,2
11.3,26.67,72.92,55.3,0.43,27.13,7.55,117.75,21.8,73.25,98.77,11.31,25.42,2
11.45,26.13,72.38,55.82,0.23,26.72,7.71,118.03,20.67,72.54,98.2,10.34,25.76,2
10.2,25.17,70.92,53.99,0.2,25.77,7.77,116.18,20.46,70.76,97.54,11.19,25.25,2
11.4,24.94,68.94,53.48,0.29,25.66,6.6,111.35,19.61,68.35,93.63,9.4,23.36,2
10.56,24.36,65.48,50.39,0.26,23.22,5.31,107.14,18.22,66.0,91.78,10.09,23.1,2
11.95,26.22,74.53,55.81,0.7,26.13,7.41,114.27,20.16,71.26,97.27,10.85,25.06,2
13.68,29.27,76.67,59.31,0.3,27.31,8.85,118.11,20.55,72.74,98.63,11.99,26.57,2
12.91,27.44,75.27,57.0,0.48,26.74,8.79,118.76,20.45,71.64,98.05,11.38,25.69,2
12.65,27.58,75.52,56.15,0.49,25.68,8.8,117.35,20.29,71.41,97.71,11.76,26.1,2
13.1,28.57,78.41,59.71,0.56,27.71,9.73,121.58,20.57,72.01,99.22,11.84,25.49,2
13.24,29.66,80.73,60.38,0.58,28.36,9.77,123.85,21.77,73.18,99.24,11.25,25.64,2
12.72,27.66,75.89,56.58,0.74,26.85,8.76,120.79,20.71,71.19,97.24,11.97,25.52,2
13.19,28.56,78.41,58.88,0.48,28.38,9.59,121.28,21.14,70.64,98.91,11.38,26.22,2
13.92,29.57,80.65,60.44,0.65,28.74,10.19,123.57,21.53,72.08,101.1,11.22,26.09,2
15.13,32.13,87.28,65.83,0.82,32.48,10.15,129.38,21.83,74.2,103.8,12.37,27.31,2
12.63,27.93,76.92,59.55,0.55,27.72,8.08,119.49,21.32,72.94,100.0,10.48,24.72,2
13.89,28.04,76.56,59.59,0.42,27.46,9.0,120.25,21.01,73.23,98.81,11.02,25.82,2
13.47,28.75,77.98,60.42,0.55,27.86,9.28,122.11,22.46,72.18,99.91,11.54,25.52,2
12.92,27.18,76.48,57.62,0.52,26.93,8.56,119.4,20.0,72.35,98.46,12.29,26.12,2
12.99,27.72,76.91,57.89,0.73,26.35,8.86,120.22,20.8,71.91,98.95,11.18,25.64,2
14.53,29.82,82.49,62.62,0.88,29.06,10.03,127.54,21.49,74.24,100.71,11.97,26.11,2
13.39,27.28,78.05,57.74,0.48,27.18,9.63,123.41,20.59,72.46,99.31,11.57,26.21,2
12.75,27.54,74.95,55.05,0.48,27.17,9.32,119.01,19.18,69.8,97.42,11.44,26.27,2
14.08,29.33,82.72,61.23,0.43,29.52,9.89,124.35,21.08,73.09,101.58,11.51,26.51,2
13.65,29.05,80.22,58.94,0.74,28.61,9.75,121.52,20.81,72.0,101.2,11.83,26.42,2
12.22,25.5,74.79,56.53,0.49,25.68,8.23,119.73,20.74,72.23,97.64,9.62,24.44,2
11.8,23.88,69.9,52.64,0.61,23.96,7.81,115.02,19.63,69.88,94.78,10.32,23.81,2
13.3,27.13,75.64,57.5,0.52,27.21,9.27,120.5,21.28,71.64,97.1,10.45,25.6,2
12.41,27.12,77.95,58.55,0.42,27.31,8.22,122.73,21.04,73.19,98.69,11.3,25.48,2
13.2,28.03,78.39,60.37,0.61,27.98,9.38,123.22,20.65,72.64,99.56,11.87,26.08,2
13.25,27.27,76.52,58.6,0.56,27.0,8.71,122.54,20.26,71.96,98.61,10.53,26.23,2
13.34,28.07,79.19,59.2,0.55,28.52,9.37,126.12,21.38,72.32,99.67,11.22,25.5,2
12.31,27.35,76.56,56.83,0.57,26.92,9.32,122.03,19.73,71.16,98.93,10.7,26.28,2
12.78,27.84,79.32,59.11,0.42,28.88,8.84,122.81,20.02,71.61,100.67,10.63,25.84,2
13.69,29.68,82.56,61.61,0.59,30.11,9.48,124.95,21.42,72.8,102.09,11.05,26.13,2
11.66,26.06,74.67,56.72,0.33,26.26,8.58,120.39,20.76,72.29,96.32,10.29,24.96,2
12.67,26.35,76.9,57.67,0.64,26.68,8.38,122.91,21.17,72.81,98.0,10.9,25.21,2
12.18,26.0,74.81,56.56,0.5,26.74,9.05,119.61,20.71,71.53,97.27,10.93,25.55,2
13.33,27.85,80.05,60.28,0.51,28.03,8.91,124.9,21.36,73.92,100.09,12.17,25.86,2
12.74,27.37,75.9,56.89,0.7,27.44,9.65,123.76,20.85,72.66,99.38,12.15,26.38,2
12.85,27.11,77.35,58.16,0.62,27.29,8.02,124.98,20.25,71.53,99.26,11.19,25.48,2
12.75,27.19,76.77,57.35,0.54,27.68,9.5,124.39,21.23,72.4,99.67,11.7,26.44,2
13.38,28.26,79.68,60.79,0.51,29.13,9.38,124.57,21.87,73.96,101.14,12.15,26.38,2
11.93,27.03,77.18,57.54,0.36,27.64,8.47,121.82,20.72,72.49,99.51,11.52,25.95,2
13.06,26.96,76.44,56.44,0.71,27.64,8.98,119.44,20.36,69.43,99.48,11.44,26.05,2
12.18,25.21,73.75,56.25,0.69,26.17,7.86,119.67,20.02,72.33,96.38,10.87,24.85,2
11.97,25.18,72.07,54.93,0.56,25.63,7.75,118.82,20.45,71.98,98.1,11.05,25.12,2
11.73,25.98,74.72,55.72,0.64,25.96,8.7,121.2,20.48,72.79,98.62,10.29,25.56,2
12.64,26.37,77.19,58.34,0.47,27.51,8.77,123.21,21.07,72.65,99.24,11.17,25.36,2
12.37,27.08,76.06,58.13,0.52,27.91,8.21,121.75,20.19,73.32,98.51,11.64,25.9,2
12.54,27.97,77.23,58.92,0.79,27.59,9.78,123.72,20.99,72.27,100.31,11.85,25.88,2
12.53,25.89,74.14,55.44,0.61,26.09,9.01,119.73,20.55,72.15,98.11,12.1,26.39,2
12.83,28.8,80.83,60.88,0.58,29.48,9.79,124.82,21.82,73.9,102.33,11.99,26.96,2
13.17,28.36,79.87,59.06,0.73,29.12,9.78,122.14,20.51,72.31,100.18,11.68,25.79,2
12.42,26.2,74.5,55.0,0.72,26.19,8.89,114.65,19.68,69.15,96.7,11.19,24.38,2
11.86,25.94,74.35,55.9,0.56,26.49,8.39,118.99,20.34,73.39,97.85,10.73,24.41,2
12.67,25.03,74.43,56.45,0.53,25.81,8.8,117.69,20.67,71.78,97.47,10.73,25.36,2
13.13,27.92,77.91,59.28,0.45,28.36,8.62,121.2,21.57,74.08,99.47,10.54,26.57,2
13.22,27.91,78.41,60.24,0.51,28.62,8.83,122.68,21.32,73.38,100.3,11.09,25.93,2
12.61,26.11,76.47,57.56,0.58,26.99,8.54,119.76,21.13,72.69,99.41,11.61,26.35,2
11.4,26.71,73.44,55.61,0.5,26.99,7.92,119.48,20.55,72.0,97.89,10.55,25.92,2
13.63,26.57,75.96,56.39,0.51,27.11,8.23,120.06,20.35,71.11,97.27,10.89,24.92,2
12.51,26.26,75.22,55.81,0.59,26.73,8.4,118.53,20.41,71.72,98.9,11.14,26.64,2
12.23,26.76,75.91,56.05,0.41,27.21,8.98,118.86,20.46,72.42,98.28,12.05,25.7,2
11.68,26.59,74.55,55.34,0.38,26.31,8.17,116.37,19.76,69.73,97.12,10.24,24.6,2
12.69,27.28,78.24,60.02,0.69,28.17,8.79,126.05,22.12,76.02,100.23,11.48,25.84,2
13.11,27.72,77.97,58.66,0.57,28.18,9.02,123.85,21.47,75.31,100.16,11.77,26.3,2
12.98,27.02,76.38,57.96,0.68,27.54,8.64,121.7,21.84,74.8,100.48,10.66,26.11,2
12.21,25.43,74.03,56.15,0.41,27.45,8.48,119.67,21.19,72.89,99.36,11.04,26.32,2
12.23,25.98,73.34,56.04,0.59,27.27,8.13,119.23,21.38,72.97,99.27,11.83,26.04,2
11.75,25.15,73.77,54.47,0.52,26.74,7.68,119.35,20.57,71.34,97.9,11.08,26.17,2
12.69,26.82,75.46,56.92,0.48,27.7,8.45,121.73,20.7,72.23,99.02,11.76,25.62,2
13.25,27.81,79.06,60.13,0.49,29.2,8.57,124.98,21.82,74.74,103.19,12.15,26.37,2
13.96,28.77,80.18,61.18,0.44,28.97,9.21,125.04,21.14,73.19,102.26,11.86,25.71,2
12.66,27.06,76.65,57.9,0.82,27.33,8.78,120.47,20.74,71.9,98.98,11.95,25.95,2
11.77,24.98,73.36,55.49,0.43,26.12,7.75,121.19,21.05,73.96,97.71,10.59,25.19,2
12.27,24.94,73.44,54.88,0.49,26.48,7.75,119.22,20.59,73.21,98.09,10.28,26.2,2
14.2,27.46,76.31,57.95,0.37,28.45,9.39,121.01,22.27,73.84,99.81,10.83,26.17,2
13.12,25.8,73.78,56.0,0.64,26.29,8.26,118.79,21.13,73.51,99.29,11.1,26.08,2
12.85,27.48,76.6,58.46,0.6,28.4,9.37,122.56,21.93,74.31,100.62,11.88,26.26,2
13.0,27.85,77.4,59.74,0.58,28.39,9.45,123.63,21.9,72.9,100.9,11.53,26.09,2
12.47,25.83,73.84,55.89,0.58,27.85,8.69,121.08,21.76,73.43,98.89,12.23,26.19,2
13.05,28.01,77.58,60.43,0.56,28.52,8.8,124.35,22.18,73.45,102.61,12.25,26.81,2
12.86,27.47,77.08,58.24,0.51,27.73,9.81,123.08,21.46,72.75,100.89,10.82,25.69,2
12.5,26.24,74.62,56.25,0.45,27.08,9.54,118.8,20.91,70.02,97.81,10.99,25.17,2
12.03,23.72,71.03,52.91,0.56,24.15,7.18,116.68,19.69,71.93,95.34,10.39,24.12,2
12.55,26.43,73.4,55.51,0.68,25.98,8.42,120.76,21.3,73.52,98.08,11.21,26.52,2
13.14,26.8,76.6,58.19,0.44,28.36,8.6,122.86,22.45,75.13,100.45,11.62,26.04,2
14.19,26.49,74.71,57.47,0.53,26.94,9.35,119.17,20.43,73.56,99.48,11.07,25.31,2
13.46,26.29,74.6,57.16,0.6,27.53,8.97,121.36,20.63,73.43,99.92,12.03,26.8,2
13.69,27.72,78.9,60.41,0.65,29.86,10.36,124.58,22.19,75.55,101.07,11.38,26.32,2
13.39,27.23,76.42,57.58,0.54,27.98,9.3,121.5,21.55,73.11,99.77,12.13,26.11,2
13.06,27.16,75.9,58.01,0.58,26.78,9.08,121.17,21.33,72.77,99.56,11.98,25.8,2
12.53,25.61,73.51,55.62,0.42,26.24,8.0,116.49,19.66,69.71,96.75,11.27,24.58,2
11.51,23.8,68.59,52.26,0.29,24.44,7.41,111.39,18.92,66.83,93.45,10.92,24.3,2
12.09,25.09,72.66,54.72,0.71,24.99,6.97,116.08,20.4,73.07,95.19,10.36,24.57,2
14.0,26.74,76.84,57.61,0.68,26.63,8.31,119.31,22.13,74.69,98.33,11.51,26.66,2
13.92,26.47,75.26,57.3,0.56,26.75,8.74,120.04,21.94,74.76,99.53,11.5,25.92,2
13.58,26.7,77.5,58.2,0.59,27.7,8.91,121.54,22.27,74.78,100.96,11.49,26.12,2
12.25,25.35,73.75,55.16,0.44,26.0,8.84,115.62,20.48,71.87,97.62,11.03,25.66,2
12.53,25.45,74.31,56.48,0.7,26.66,8.42,117.77,20.46,73.21,98.19,11.78,25.9,2
12.46,25.82,73.79,55.14,0.52,26.86,8.79,118.43,21.03,72.85,97.7,10.6,25.65,2
11.94,25.63,72.39,53.6,0.44,26.03,8.68,115.9,20.57,70.45,97.5,11.01,25.85,2
11.15,24.53,70.74,53.14,0.32,25.3,8.11,111.89,18.98,67.52,93.83,10.22,24.07,2
10.47,23.31,67.69,50.38,0.53,23.17,7.24,107.37,18.16,66.1,90.91,10.59,23.62,2
12.33,27.41,73.24,56.76,0.91,25.38,7.57,115.07,20.29,71.69,98.12,10.3,24.77,2
12.78,29.63,76.7,59.11,0.68,27.92,8.79,119.53,21.49,72.87,98.42,11.57,25.8,2
12.26,28.34,76.16,58.01,0.59,26.59,7.88,118.9,21.81,72.64,98.7,11.79,26.0,2
12.63,27.94,75.97,58.1,0.59,26.44,7.37,118.91,21.03,72.75,97.7,12.23,25.92,2
13.36,28.07,78.1,59.53,0.72,28.43,8.48,122.98,22.03,72.34,100.0,12.46,26.18,2
13.38,29.06,80.59,60.99,0.62,28.85,8.58,126.61,22.08,74.07,101.03,12.08,26.41,2
12.56,27.84,76.94,57.4,0.69,26.88,8.57,121.65,20.69,71.84,98.31,12.45,25.72,2
13.25,28.64,79.96,60.18,0.83,29.22,8.29,123.65,21.26,71.86,100.32,12.46,26.34,2
13.97,30.42,81.22,61.03,0.55,29.23,8.63,124.09,21.8,74.6,101.79,12.38,26.63,2
15.29,32.57,87.44,67.27,0.75,32.32,10.84,130.33,22.74,75.05,105.44,12.17,27.15,2
12.62,28.52,77.08,60.45,0.6,28.13,7.86,122.07,21.92,73.54,100.14,10.9,24.92,2
12.9,28.39,77.37,59.39,0.6,28.2,8.37,121.4,21.71,72.72,99.26,10.94,25.95,2
13.3,29.01,78.5,61.56,0.74,28.94,9.14,123.06,22.04,73.72,99.65,11.96,26.72,2
13.12,27.81,76.0,57.58,0.66,27.07,8.34,121.02,21.44,72.79,99.28,12.24,25.71,2
12.19,27.92,77.19,58.05,0.85,27.11,8.06,122.82,20.77,71.73,99.38,11.42,26.42,2
14.0,30.32,82.99,63.2,0.59,29.92,8.94,128.57,22.02,74.23,102.45,12.35,27.05,2
13.4,27.98,78.77,59.03,0.61,28.45,8.75,124.25,21.19,72.77,99.73,11.85,25.96,2
12.76,26.91,75.69,56.45,0.63,27.1,8.8,119.35,20.91,70.65,97.84,11.8,25.26,2
13.9,29.77,82.02,62.81,0.85,29.94,9.19,124.25,21.33,72.77,102.74,11.15,26.41,2
13.47,29.04,81.0,59.53,0.77,28.9,8.66,122.33,20.89,72.17,102.5,10.7,26.84,2
11.96,26.84,75.85,57.9,0.39,27.11,7.27,121.07,20.96,73.56,99.23,11.0,24.91,2
11.16,25.29,70.73,53.66,0.58,25.26,7.01,116.52,20.89,70.89,96.48,10.17,24.86,2
12.72,28.09,76.2,58.45,0.28,27.58,7.96,121.11,21.77,72.64,98.52,11.58,25.64,2
13.39,28.18,78.15,59.78,0.62,28.06,8.41,124.03,21.6,73.55,100.68,11.33,26.97,2
13.17,29.24,79.77,61.68,0.48,28.75,8.24,125.98,21.57,73.76,102.18,11.96,26.02,2
12.15,28.73,77.08,59.04,0.62,27.76,8.2,125.19,21.2,73.3,101.71,11.94,27.06,2
13.75,29.3,80.3,61.61,0.74,28.88,8.73,127.16,21.87,73.8,101.54,12.15,26.36,2
12.43,28.25,78.01,58.45,0.48,28.32,8.21,122.93,21.52,71.42,100.56,11.68,26.04,2
13.21,29.33,80.68,60.53,0.78,28.47,8.63,123.31,20.98,71.72,101.47,11.5,26.14,2
13.58,30.73,83.33,63.39,0.86,30.71,10.0,125.79,21.92,72.96,102.17,11.8,26.44,2
12.25,26.63,76.35,57.92,0.59,26.63,7.22,122.16,21.23,74.08,99.12,10.65,25.0,2
13.23,28.39,78.41,59.83,0.57,27.39,7.87,124.4,21.97,73.8,101.69,10.84,25.41,2
13.27,26.49,75.69,57.85,0.33,26.4,8.0,122.24,21.21,72.73,100.18,10.44,25.8,2
13.23,28.58,80.87,61.57,0.5,28.97,9.04,126.79,22.42,74.52,101.75,11.15,26.08,2
13.76,28.13,77.19,59.12,0.61,27.68,8.73,125.89,21.55,73.75,102.31,10.8,25.67,2
13.18,28.27,77.65,59.26,0.8,27.13,8.12,126.95,21.78,73.56,101.16,11.17,26.07,2
13.13,28.48,77.05,59.33,0.64,27.98,8.66,126.53,21.91,72.96,102.5,11.61,27.01,2
13.86,29.49,80.8,62.45,0.57,29.74,8.81,126.98,22.47,74.64,101.51,12.2,26.38,2
13.23,28.88,79.09,58.64,0.49,27.22,8.13,122.26,21.53,73.01,100.71,11.67,25.36,2
13.38,28.33,77.23,58.81,0.87,27.65,8.87,119.8,20.72,70.91,98.87,10.76,25.39,2
12.6,26.65,74.57,58.03,0.7,25.99,7.3,122.19,21.11,72.87,99.72,9.85,23.81,2
12.29,26.37,74.2,56.01,0.66,25.63,8.35,120.98,21.01,72.42,100.17,11.09,25.3,2
12.64,27.03,76.27,58.22,0.34,26.69,7.87,122.47,21.86,73.53,101.0,11.26,25.13,2
13.06,28.25,78.54,60.36,0.52,28.31,7.61,125.08,22.11,74.43,101.09,10.94,25.56,2
13.25,26.99,77.54,59.5,0.6,27.51,8.47,124.58,21.95,73.01,99.75,11.28,26.38,2
13.56,27.68,78.22,59.55,0.63,28.01,8.43,125.4,21.65,73.23,99.66,11.32,25.73,2
12.55,27.55,74.27,56.12,0.7,26.75,7.22,121.23,21.36,71.39,99.18,11.4,25.93,2
13.6,29.04,80.97,62.4,0.75,29.55,8.72,127.16,21.82,73.89,102.32,11.84,27.22,2
13.18,29.56,80.31,60.75,0.73,28.47,8.34,122.23,21.01,72.93,101.14,10.65,26.08,2
12.47,27.54,75.26,55.85,0.53,26.11,7.91,116.04,20.23,69.26,96.9,10.64,24.64,2
11.8,26.8,74.94,56.92,0.51,26.29,7.68,121.81,22.08,73.51,98.81,10.14,25.02,2
11.39,26.71,74.34,56.87,0.77,26.18,8.02,120.13,21.2,72.64,98.44,10.82,24.86,2
12.59,28.59,77.3,60.04,0.57,28.69,8.18,123.73,22.7,75.0,100.1,11.63,25.56,2
13.28,28.77,79.63,61.3,0.55,28.31,9.23,125.32,22.69,74.99,100.73,11.86,26.56,2
11.54,26.91,75.37,58.11,0.61,28.29,7.97,121.3,21.66,72.71,99.39,11.29,26.02,2
12.01,26.29,74.02,56.45,0.67,27.1,7.24,119.64,20.59,72.7,98.85,10.16,25.29,2
12.18,27.81,76.01,57.62,0.53,27.61,8.18,121.03,21.05,72.25,98.23,11.3,25.55,2
11.79,26.94,74.53,56.78,0.36,26.95,8.51,119.65,21.64,72.08,98.92,11.19,26.12,2
12.34,27.99,76.54,57.82,0.54,27.41,7.9,119.57,21.46,72.64,98.98,10.89,25.57,2
11.18,27.35,74.28,55.7,0.69,26.15,7.78,115.91,20.09,70.05,97.08,10.58,24.72,2
12.84,28.13,77.76,59.54,0.33,28.21,8.03,126.32,22.24,76.29,99.79,10.71,26.26,2
13.2,28.17,77.57,59.42,0.65,27.91,8.75,124.48,22.15,75.86,100.62,11.34,26.04,2
12.54,28.38,77.04,58.49,0.71,28.01,8.33,121.99,21.41,74.95,100.89,11.09,26.28,2
11.83,26.7,74.44,56.74,0.61,26.83,7.91,119.09,20.96,72.41,98.4,11.06,25.94,2
12.48,27.08,73.7,55.99,0.5,26.65,8.41,119.55,21.18,73.47,98.72,10.82,26.36,2
11.32,26.5,73.61,55.77,0.69,26.42,8.18,120.19,20.73,71.87,98.51,10.56,25.38,2
12.33,27.5,74.01,57.43,0.81,27.04,8.19,121.81,20.83,72.43,98.85,11.4,25.92,2
13.06,28.36,79.81,59.93,0.76,29.22,9.01,126.2,22.71,74.92,102.84,12.46,26.92,2
13.34,29.7,80.16,61.49,0.63,28.92,8.41,125.96,21.56,73.84,101.64,11.89,25.64,2
12.93,28.34,76.41,57.98,0.41,26.34,8.11,119.7,20.64,71.51,99.1,11.55,25.37,2
11.63,25.75,74.5,55.94,0.38,25.82,6.99,121.96,21.57,74.61,97.44,9.97,25.17,2
11.82,25.88,72.85,56.06,0.8,25.91,7.15,120.08,20.96,74.76,97.23,10.06,25.35,2
13.2,27.27,75.7,58.8,0.59,28.15,8.3,120.91,21.91,74.04,99.24,11.23,26.03,2
12.38,26.05,74.25,55.95,0.81,26.63,8.15,119.58,21.57,72.61,99.31,11.28,26.37,2
12.92,27.22,76.44,59.54,0.8,27.51,8.45,123.91,22.3,74.7,100.49,10.79,26.11,2
12.42,27.75,77.35,59.61,0.4,28.2,8.18,124.09,21.57,74.69,101.39,10.68,26.39,2
12.52,27.46,74.12,57.14,0.68,27.01,7.69,121.79,21.08,72.93,99.69,10.78,26.36,2
12.53,28.27,77.64,59.58,0.59,28.57,8.52,125.51,22.09,74.05,102.61,11.53,26.68,2
12.36,28.35,76.5,58.17,0.76,27.84,8.28,123.9,21.51,73.11,101.65,10.96,25.86,2
12.35,27.14,74.36,56.48,0.51,27.07,7.9,118.09,20.47,70.76,97.97,10.95,25.32,2
10.99,25.22,70.79,53.91,0.56,24.39,6.8,116.18,20.29,72.23,94.85,9.3,24.31,2
12.24,26.75,73.06,56.03,0.67,25.83,8.1,120.47,21.57,73.57,98.24,10.21,25.16,2
12.83,27.4,76.91,58.69,0.41,27.75,8.99,122.57,21.98,74.1,100.9,10.59,25.95,2
13.07,26.35,73.76,57.8,0.75,27.18,7.98,119.22,21.2,73.75,99.39,10.71,25.04,2
12.28,27.44,74.44,56.61,0.65,26.56,8.23,121.06,21.91,73.62,99.66,10.81,25.75,2
13.89,28.01,78.76,60.61,0.75,29.15,8.87,125.78,22.36,74.94,101.67,10.89,25.94,2
13.42,27.68,75.43,58.67,0.59,27.55,8.27,122.74,21.71,73.56,100.38,11.25,25.77,2
12.78,27.05,75.35,57.55,0.6,27.72,8.27,121.53,21.7,72.97,98.99,10.61,25.45,2
11.89,26.53,72.6,55.63,0.78,26.17,7.95,116.36,20.46,70.02,95.67,10.5,24.35,2
10.83,24.36,68.87,52.35,0.62,24.02,6.73,110.51,18.24,66.97,93.0,10.54,24.07,2
11.72,25.49,71.03,54.45,0.74,24.49,6.64,116.73,21.25,73.72,94.99,10.09,24.53,2
13.03,27.7,75.69,57.92,0.48,26.83,7.98,119.16,21.95,74.54,97.59,11.04,26.12,2
12.98,27.14,75.03,58.01,0.55,27.07,8.47,119.68,21.67,75.0,99.16,10.92,27.0,2
12.67,27.33,77.11,59.08,0.55,27.45,8.45,121.6,21.68,74.6,100.1,11.37,26.5,2
11.73,25.98,72.82,55.22,0.49,26.19,7.78,117.1,20.72,73.0,97.57,10.47,26.05,2
12.45,26.4,73.92,55.44,0.52,27.02,8.17,118.34,20.9,73.62,98.86,11.25,26.27,2
10.97,26.64,73.13,55.54,0.77,26.4,8.77,117.84,21.37,71.93,98.12,10.67,25.08,2
11.63,25.98,71.77,55.0,0.66,26.34,8.0,116.14,20.99,71.56,97.21,11.49,24.92,2
11.2,25.56,69.45,53.6,0.56,24.71,6.8,112.66,20.16,67.44,94.58,9.59,24.06,2
10.53,23.92,67.01,50.49,0.39,23.03,6.62,107.53,18.4,66.83,92.22,9.6,23.53,2
12.45,26.54,72.96,57.32,0.4,25.73,7.07,115.37,19.99,71.73,97.63,11.02,24.37,2
14.29,28.17,76.46,59.02,0.59,26.94,8.17,118.56,21.56,72.88,98.31,10.92,25.28,2
13.52,27.29,75.7,57.95,0.36,27.01,8.77,118.26,21.64,72.81,99.02,11.95,26.54,2
13.53,26.83,75.78,58.75,0.62,26.27,7.73,118.48,21.11,72.6,97.97,11.87,25.37,2
14.11,28.71,79.64,59.88,0.76,28.64,8.76,122.68,21.46,72.26,99.74,11.54,26.61,2
15.05,29.21,80.14,60.94,0.53,28.62,8.75,125.39,21.69,73.75,101.39,11.68,26.37,2
13.77,27.13,76.97,58.35,0.75,26.81,8.11,121.62,20.39,71.16,99.54,11.54,25.7,2
14.65,28.44,79.64,59.85,0.52,29.14,8.33,122.95,21.7,72.61,101.0,11.75,25.8,2
14.91,29.02,81.47,61.3,0.5,29.39,9.07,124.95,22.03,73.36,102.61,12.18,26.91,2
16.06,32.11,88.1,67.04,0.77,31.82,10.73,129.13,23.61,75.68,105.43,12.79,27.98,2
13.83,28.12,76.51,59.53,0.55,27.68,7.72,120.07,22.15,74.0,100.14,10.52,25.4,2
