365nm,405nm,473nm,530nm,575nm,621nm,660nm,735nm,770nm,830nm,850nm,890nm,940nm,label
6.43,14.86,47.86,50.53,0.65,21.53,3.9,115.39,20.55,71.72,94.39,10.09,24.47,10
7.66,16.14,49.81,52.39,0.55,23.94,5.09,119.29,21.86,73.72,97.82,10.61,26.44,10
7.78,17.45,52.5,54.82,0.6,24.74,5.25,121.35,21.85,75.34,101.15,11.96,27.25,10
7.4,16.42,50.75,53.85,0.52,23.85,5.43,119.03,21.62,73.33,99.39,11.64,26.57,10
7.17,16.66,51.29,53.46,0.43,23.95,5.19,121.3,21.61,74.84,100.18,12.38,26.51,10
7.34,17.45,54.5,56.45,0.77,25.71,5.49,124.31,22.38,75.12,101.27,11.54,27.01,10
7.66,17.37,52.26,55.13,0.73,24.76,5.09,122.14,21.97,74.1,99.91,11.78,26.88,10
7.13,16.86,52.11,53.94,0.69,24.57,5.28,120.45,21.46,72.46,100.03,11.92,26.08,10
6.52,15.95,50.57,51.76,0.53,22.54,4.42,116.56,20.0,70.72,97.3,11.4,25.16,10
6.08,14.8,47.59,48.74,0.77,21.57,4.26,109.87,19.02,67.63,93.44,11.34,24.6,10
6.33,15.16,48.43,50.1,0.34,22.41,4.43,116.38,21.13,73.58,96.77,9.63,25.18,10
7.29,16.24,52.22,53.61,0.71,24.21,5.25,119.94,22.27,75.81,98.39,11.82,26.67,10
7.14,16.48,51.85,54.19,0.53,24.26,4.49,119.23,22.25,76.41,100.43,11.44,26.34,10
7.22,16.47,53.0,54.35,0.57,25.33,5.24,120.58,21.84,75.92,99.66,11.62,26.33,10
6.86,15.91,50.16,51.82,0.5,23.87,4.08,115.63,21.18,73.38,97.9,11.53,25.89,10
6.77,16.11,51.61,52.56,0.55,24.86,5.52,117.15,22.11,73.74,98.26,11.28,26.47,10
6.92,16.93,50.94,52.34,0.69,24.05,4.83,117.01,21.17,72.24,98.53,11.41,26.03,10
6.48,15.91,49.75,51.05,0.45,22.76,4.61,115.58,20.59,72.61,98.51,11.12,26.01,10
6.2,14.78,48.39,49.84,0.31,22.06,4.13,111.07,19.49,68.95,94.16,10.24,24.48,10
5.91,14.89,46.61,47.35,0.56,20.29,4.25,106.88,17.9,66.28,91.75,10.69,23.81,10
5.96,12.81,44.81,52.23,0.63,21.7,4.27,113.5,20.41,71.15,97.37,10.05,26.0,12
7.17,14.09,46.47,54.4,0.53,23.44,4.77,118.73,21.26,72.66,97.89,10.99,27.05,12
7.47,13.47,45.78,54.01,0.62,23.35,4.09,117.0,21.48,72.78,98.17,10.95,27.39,12
7.3,13.25,44.88,53.08,0.63,22.48,4.3,117.27,20.96,72.65,99.1,11.24,26.64,12
7.52,15.29,47.79,56.1,0.73,24.09,5.77,119.71,21.56,72.66,99.44,12.17,28.78,12
7.01,15.25,49.29,56.42,0.63,24.71,4.95,123.46,21.89,73.67,101.41,11.8,27.48,12
6.57,14.02,46.45,54.01,0.75,23.04,4.48,119.92,19.79,71.85,98.33,10.9,27.47,12
6.87,14.2,48.82,56.63,0.53,24.39,4.94,120.92,21.35,71.25,100.09,11.18,27.68,12
7.33,15.14,49.52,56.15,0.69,24.63,5.57,122.6,21.43,73.36,102.1,11.13,28.09,12
8.51,17.0,54.37,63.02,0.55,27.66,6.24,128.12,22.15,75.73,104.81,12.28,29.31,12
6.67,13.62,46.54,55.81,0.66,23.9,4.8,118.99,21.96,74.04,99.37,10.32,26.79,12
6.84,14.81,45.44,55.37,0.75,23.48,4.91,119.11,21.39,72.71,98.98,10.75,27.1,12
8.0,14.87,46.93,56.41,0.54,24.51,5.57,120.82,22.34,73.25,99.92,12.08,27.78,12
6.55,13.52,46.42,54.68,0.53,23.01,4.65,118.1,21.54,72.22,99.42,11.46,27.62,12
6.72,13.59,46.88,54.36,0.76,24.44,4.59,120.97,21.67,72.72,99.59,11.8,27.81,12
8.01,15.87,50.34,58.52,0.69,25.88,5.08,128.42,22.49,74.75,102.99,11.93,27.82,12
6.74,14.12,47.94,54.67,0.55,23.78,4.69,123.07,21.43,73.19,101.05,11.87,27.19,12
7.01,14.16,46.26,53.58,0.5,23.21,4.82,118.19,20.45,70.3,98.99,11.62,27.49,12
7.6,15.06,50.32,58.02,0.71,25.83,5.61,123.76,21.55,73.48,103.47,11.65,28.67,12
7.63,14.74,49.48,56.22,0.63,24.83,5.58,121.47,21.11,72.5,102.8,11.84,28.32,12
5.85,13.04,45.82,53.81,0.51,22.42,3.97,118.77,20.78,72.57,98.78,9.8,25.75,12
5.6,12.14,42.62,49.47,0.77,20.58,3.63,114.11,19.84,70.83,96.54,10.72,25.97,12
6.84,14.02,46.14,54.69,0.43,22.65,4.03,119.4,21.58,72.1,99.7,11.45,26.85,12
6.31,13.51,47.58,55.46,0.53,23.66,4.39,122.25,21.42,73.29,100.74,11.19,27.31,12
7.01,15.16,48.59,56.87,1.02,24.25,4.43,123.76,21.38,73.21,101.43,11.8,27.67,12
6.99,14.06,47.24,54.73,0.79,23.78,3.96,123.63,21.07,73.7,102.04,11.21,26.92,12
8.17,14.82,49.39,56.48,0.69,25.16,5.22,125.6,22.41,73.81,101.56,11.21,28.09,12
6.58,14.24,47.73,54.82,0.55,24.45,4.7,121.25,21.51,71.21,100.55,12.26,27.37,12
7.29,14.95,49.37,56.17,0.63,24.9,4.6,121.7,21.6,72.06,101.75,11.47,27.45,12
8.12,16.08,50.25,59.01,0.7,26.59,5.39,125.39,21.8,73.62,103.15,11.01,28.29,12
6.83,13.58,45.61,53.56,0.44,22.55,4.47,120.45,21.6,72.64,99.49,9.54,26.03,12
6.71,14.32,47.91,55.47,0.43,23.16,4.85,122.17,21.54,73.33,101.2,10.51,26.42,12
6.11,13.18,46.22,53.33,0.72,23.05,4.44,119.89,21.2,72.44,99.45,11.08,26.94,12
7.11,14.1,48.3,57.04,0.48,24.86,5.05,125.53,22.1,74.62,102.82,11.91,27.08,12
7.37,14.14,47.23,55.45,0.86,23.11,4.89,124.49,21.68,73.81,102.39,12.1,27.87,12
6.82,13.72,47.68,54.7,0.58,24.01,4.36,126.11,20.93,73.51,102.74,11.59,27.76,12
7.07,14.76,47.34,55.3,0.92,24.77,4.74,125.63,21.66,72.48,101.72,11.43,27.24,12
7.52,14.83,49.07,57.61,0.97,25.21,5.32,126.17,22.0,74.0,102.58,11.37,27.49,12
7.09,13.86,48.76,54.68,0.66,23.34,4.72,120.25,20.98,71.33,102.0,11.45,27.13,12
7.05,13.85,46.84,54.28,0.59,23.56,4.88,118.8,21.41,70.98,99.94,11.16,26.78,12
6.7,13.59,44.61,53.29,0.67,22.3,3.98,119.79,21.59,72.71,99.28,9.91,26.33,12
6.7,12.93,44.18,52.57,0.56,21.32,4.13,118.4,21.7,72.44,100.33,10.8,25.98,12
6.69,13.83,46.51,54.27,0.45,22.97,4.03,120.42,21.95,73.55,101.0,11.23,26.65,12
7.3,13.89,47.5,55.47,0.81,23.73,4.0,123.99,21.65,73.83,101.95,11.26,26.95,12
6.37,14.35,46.44,54.69,0.5,23.45,4.89,122.31,21.89,72.56,100.44,11.33,26.76,12
7.49,14.43,47.76,55.3,0.63,23.87,4.7,124.62,21.83,72.66,101.17,11.01,27.47,12
7.02,13.22,45.79,51.8,0.67,22.89,4.5,120.39,20.92,71.45,100.18,11.08,27.44,12
8.3,15.56,49.73,57.27,0.55,25.45,4.66,126.25,22.72,73.99,102.47,12.18,28.2,12
6.92,14.9,50.22,56.87,0.6,25.17,5.21,122.34,21.48,73.3,100.82,11.51,26.8,12
6.15,13.1,45.96,53.3,0.46,22.75,3.91,115.6,20.07,69.74,96.57,10.16,26.07,12
5.97,13.59,45.18,52.3,0.92,22.47,4.26,118.76,20.64,73.7,98.24,9.86,27.12,12
6.08,13.01,45.48,53.06,0.73,22.09,4.19,117.27,21.62,72.71,98.93,9.99,25.87,12
7.25,13.52,47.21,55.88,0.55,24.39,5.16,121.83,21.63,74.77,100.81,10.87,27.0,12
7.27,13.72,48.34,57.53,0.7,25.16,5.12,122.68,22.17,74.19,100.03,11.07,27.35,12
6.8,13.33,46.77,54.92,0.68,23.46,4.57,119.99,21.71,73.46,99.33,10.93,26.77,12
6.76,13.35,45.57,52.71,0.57,22.8,4.36,119.79,20.61,72.65,98.74,10.7,26.18,12
7.06,14.08,46.26,53.72,0.81,23.44,4.87,119.95,20.47,71.41,99.29,10.92,26.88,12
6.36,13.32,46.33,52.6,0.57,22.93,4.87,118.02,21.35,71.46,98.35,10.8,27.09,12
6.54,13.36,47.3,53.57,0.53,23.49,4.28,118.37,21.48,71.69,98.69,10.68,26.24,12
6.26,13.01,45.79,52.72,0.6,21.85,4.28,114.94,19.88,69.35,97.54,10.4,26.15,12
7.32,14.11,47.29,55.44,0.61,24.22,3.98,122.93,21.65,75.91,100.37,10.02,27.16,12
7.99,13.81,47.29,55.25,0.44,23.31,5.16,122.4,21.73,75.21,100.82,10.77,27.25,12
6.69,14.1,46.93,54.14,0.4,24.12,4.42,119.54,21.8,74.64,100.61,11.07,26.92,12
6.27,13.27,44.98,52.88,0.82,23.5,4.13,117.14,21.19,72.91,98.51,11.09,27.09,12
7.4,13.56,45.4,51.98,0.44,22.45,4.09,117.78,21.43,72.45,99.35,12.22,27.28,12
6.7,12.45,44.85,51.12,0.35,22.47,4.21,118.14,20.34,71.58,98.64,11.13,26.67,12
6.61,13.68,46.6,53.09,0.57,24.03,4.39,119.41,21.38,72.37,100.06,11.82,26.49,12
7.06,14.69,48.22,56.17,0.63,25.44,4.89,123.53,22.58,74.07,102.75,11.7,27.8,12
7.16,14.4,49.59,57.15,0.48,24.71,4.56,123.7,21.51,73.78,101.71,10.98,27.06,12
7.26,13.24,47.26,54.07,0.33,23.98,5.28,117.67,20.65,71.16,99.38,11.51,26.52,12
6.41,12.39,45.27,51.53,0.37,22.32,4.11,120.02,21.51,73.64,97.75,10.0,26.79,12
6.7,12.73,44.71,51.8,0.55,21.92,4.09,118.42,20.65,73.08,98.46,10.61,26.36,12
6.79,13.54,47.26,54.7,0.52,23.96,4.55,119.05,21.67,74.36,99.95,11.6,27.52,12
6.56,13.99,45.38,52.65,0.65,22.97,4.14,117.44,21.45,72.63,99.02,10.5,27.29,12
7.61,14.39,46.97,54.29,0.63,24.44,4.26,121.0,21.4,73.66,99.98,11.94,27.38,12
7.32,14.67,47.89,54.85,0.87,24.49,4.7,122.44,22.12,73.87,101.77,10.7,26.93,12
7.42,13.22,45.57,52.63,0.65,22.92,4.31,118.91,21.63,72.87,99.54,11.09,27.36,12
6.94,14.36,48.06,54.72,0.66,24.57,4.73,123.68,22.21,73.66,102.38,12.09,27.13,12
7.11,14.53,47.21,54.39,0.71,23.57,4.84,121.33,20.81,72.62,100.33,10.91,27.83,12
6.75,14.26,45.35,53.06,0.67,23.17,5.15,116.62,20.12,70.27,97.73,10.98,26.55,12
6.5,12.12,42.95,50.45,0.55,20.18,4.03,113.81,19.42,71.78,94.06,8.86,25.05,12
7.12,13.15,44.5,53.18,0.69,22.58,3.87,117.3,20.96,74.26,98.05,10.78,26.76,12
7.88,13.48,46.38,54.63,0.7,23.56,4.82,120.13,21.57,75.2,100.43,10.56,27.32,12
7.05,14.2,45.88,53.04,0.58,23.82,4.51,117.64,20.96,73.17,99.27,10.7,26.92,12
7.6,13.31,45.28,53.39,0.54,23.36,5.27,119.15,21.86,73.66,99.48,11.18,26.56,12
7.54,14.6,48.3,56.75,0.61,25.13,5.27,121.93,21.53,74.84,101.38,11.21,27.78,12
7.74,13.69,46.69,54.74,0.56,24.06,5.26,119.66,21.68,73.99,99.7,11.42,27.62,12
7.12,14.34,46.26,53.36,0.93,23.05,4.61,119.49,21.3,72.79,100.06,11.68,26.41,12
6.81,13.42,44.29,51.99,0.46,22.07,4.8,114.91,20.24,69.47,96.23,9.88,25.78,12
6.38,11.69,42.29,48.56,0.53,20.82,4.33,108.1,18.24,66.49,92.43,9.09,24.53,12
6.31,12.33,42.54,50.92,0.56,20.7,3.69,114.74,20.53,72.98,94.77,9.48,25.4,12
7.29,14.23,46.28,53.84,0.61,23.53,5.27,117.98,22.22,75.48,98.91,10.98,27.09,12
7.09,13.47,46.3,54.57,0.78,23.02,4.86,118.56,21.11,75.04,99.62,10.6,26.92,12
6.5,14.43,46.54,54.63,0.73,23.74,4.66,119.33,21.93,74.94,100.59,11.08,26.97,12
6.44,13.02,44.46,51.48,0.74,22.53,4.62,114.94,20.99,71.91,97.28,10.65,26.75,12
6.71,12.93,45.24,52.11,0.74,23.06,3.96,116.97,21.37,72.59,98.49,10.18,26.89,12
6.74,13.03,45.28,51.89,0.62,22.97,4.56,115.41,20.19,72.4,97.58,10.92,27.03,12
6.32,12.61,44.63,50.76,0.63,22.56,4.57,114.45,20.04,71.05,97.41,10.27,26.21,12
6.1,12.33,42.62,49.36,0.48,21.06,3.82,110.91,19.14,67.3,93.88,10.15,25.0,12
5.88,11.67,42.11,46.98,0.91,20.11,3.28,106.33,17.81,65.65,91.63,9.75,24.04,12
4.1,13.47,44.33,51.16,0.09,20.53,3.22,112.97,19.87,71.65,96.27,9.54,25.47,12
5.52,13.94,46.78,55.13,0.25,22.29,4.52,116.92,20.86,72.23,97.72,11.02,25.19,12
5.29,13.33,46.3,52.69,0.1,22.07,3.83,116.94,20.96,71.74,97.87,10.34,25.55,12
5.42,13.82,46.52,52.59,0.09,21.5,4.27,116.56,21.14,70.38,97.53,11.2,26.03,12
5.23,14.81,47.99,54.89,0.21,22.82,4.58,119.25,21.12,72.17,98.25,10.75,26.08,12
5.86,14.87,49.11,55.76,0.3,23.37,4.21,122.11,21.45,73.43,100.02,10.44,25.9,12
5.13,13.66,47.09,52.44,0.28,21.72,3.88,119.21,20.43,71.16,97.51,10.31,25.41,12
5.12,14.33,48.79,54.65,0.16,23.61,4.03,121.15,21.08,71.59,99.17,10.53,26.03,12
5.57,14.64,50.9,56.56,0.3,24.08,4.64,121.77,21.0,72.59,101.01,11.06,26.66,12
7.12,16.71,54.48,61.42,0.2,27.42,5.62,127.22,22.58,74.06,103.32,11.52,27.64,12
4.96,13.69,46.23,54.46,0.1,22.37,3.77,118.21,21.39,73.04,98.39,9.36,25.0,12
5.21,13.74,45.9,53.72,0.37,22.97,4.77,117.51,21.24,71.86,97.96,10.31,25.19,12
5.85,14.83,47.73,55.41,0.04,23.76,4.63,121.15,21.63,72.62,97.43,10.66,26.16,12
5.35,13.54,46.24,52.68,0.23,22.16,4.13,117.41,21.33,71.98,97.51,11.12,25.77,12
4.94,13.43,46.21,52.78,0.19,22.17,3.8,120.12,20.76,72.41,98.06,10.71,25.9,12
6.5,15.19,50.89,57.93,0.2,25.35,4.9,125.4,22.05,74.21,101.47,10.8,26.22,12
5.12,13.88,47.96,53.2,0.27,23.08,4.41,121.35,20.79,71.8,98.08,10.44,26.51,12
5.24,13.14,46.27,51.86,0.3,21.67,3.83,117.09,19.44,69.92,98.22,10.83,25.85,12
5.77,15.3,50.23,56.24,0.17,24.36,4.68,121.67,21.2,72.27,101.18,10.66,26.96,12
4.89,14.21,49.91,54.57,0.21,23.91,4.38,119.84,21.07,71.7,100.99,10.69,27.26,12
4.16,12.31,45.34,51.58,0.04,21.58,3.45,117.38,20.26,71.27,96.1,9.11,24.62,12
4.04,11.62,42.27,48.09,0.1,20.05,3.57,113.56,19.7,69.22,94.78,9.44,24.08,12
4.74,13.22,45.82,52.79,0.12,22.01,3.94,118.07,20.52,71.62,96.53,9.76,25.18,12
5.03,13.58,46.67,53.55,0.22,23.22,3.88,121.64,21.18,72.51,98.09,11.12,25.92,12
5.64,13.88,48.41,55.39,0.32,23.59,3.92,122.23,20.81,72.95,99.52,11.25,25.93,12
4.98,14.15,46.59,52.79,0.34,22.39,3.8,121.55,20.85,71.72,99.72,10.72,25.91,12
6.1,14.85,48.92,55.11,0.4,23.77,4.83,123.55,21.29,72.74,98.87,10.87,26.72,12
5.17,13.81,47.52,52.76,0.11,22.97,3.95,119.82,20.69,70.57,98.73,10.48,26.23,12
4.86,14.36,49.1,54.33,0.14,24.18,4.47,120.74,21.06,71.51,99.39,10.59,26.24,12
5.7,15.22,50.72,56.49,0.37,25.41,5.17,123.4,21.66,73.26,100.73,10.6,27.25,12
4.59,13.39,45.3,52.48,0.19,21.22,3.79,118.26,21.27,71.75,96.33,9.62,24.88,12
5.41,13.85,47.75,53.97,0.36,22.7,4.15,121.03,21.64,72.44,97.7,9.89,25.87,12
4.94,12.81,45.25,52.14,0.12,22.75,4.01,118.29,20.61,71.93,97.42,10.3,25.63,12
5.31,13.84,48.49,55.76,0.19,23.85,4.24,122.55,21.84,73.91,99.89,10.19,26.85,12
5.48,13.86,47.33,52.67,0.31,22.6,3.82,121.43,21.26,73.34,99.04,10.34,26.2,12
4.51,14.0,47.39,52.88,0.19,22.31,4.17,124.0,20.87,72.87,100.06,11.1,25.85,12
5.71,13.74,47.57,53.11,0.18,23.86,4.65,123.2,21.87,72.66,100.08,10.83,26.43,12
5.23,14.41,49.39,55.72,0.27,24.72,4.11,124.03,21.9,73.8,101.54,10.94,26.85,12
5.71,14.12,47.82,52.88,0.22,23.3,4.25,118.68,21.06,71.46,100.0,10.94,26.48,12
5.07,14.17,48.06,52.3,0.19,22.8,4.15,116.92,20.87,71.14,98.8,10.51,25.91,12
4.56,12.96,45.19,50.99,0.15,21.99,3.49,116.78,20.8,72.54,96.66,9.57,25.37,12
4.6,12.23,45.21,51.61,0.41,21.39,3.49,117.54,21.34,71.72,97.51,9.56,25.79,12
4.91,12.89,45.72,52.68,0.25,22.3,3.88,118.65,20.82,72.65,99.22,10.53,26.64,12
4.49,13.43,47.45,54.14,0.15,22.95,3.85,120.74,21.62,73.04,99.26,10.62,26.03,12
5.02,13.82,46.9,54.23,0.26,23.33,4.0,121.01,21.25,72.6,98.7,10.7,26.99,12
5.52,13.84,48.17,54.27,0.3,24.08,4.23,122.36,20.81,72.62,99.77,11.08,27.29,12
4.98,13.32,45.89,51.81,0.09,22.14,4.23,117.85,20.71,71.46,98.29,10.66,26.8,12
5.49,15.47,50.29,56.76,0.28,24.98,4.64,123.81,21.92,75.12,102.8,10.95,27.22,12
5.31,14.51,50.18,55.66,0.22,24.42,4.68,120.77,21.53,72.82,100.58,9.59,27.4,12
4.93,13.58,46.21,50.8,0.17,22.4,3.77,113.49,19.82,68.94,96.59,9.54,25.62,12
3.72,13.0,45.25,51.2,0.14,21.17,3.23,119.56,20.63,73.24,97.64,9.42,24.94,12
4.92,12.92,45.47,51.51,0.31,20.97,4.0,115.98,21.35,73.04,97.31,9.91,25.78,12
5.28,14.09,47.36,53.79,0.15,23.16,3.63,120.29,22.0,73.77,99.98,10.28,27.04,12
5.39,15.04,48.96,55.8,0.23,24.02,4.41,121.86,22.76,73.66,99.76,10.77,26.66,12
5.17,14.09,46.95,53.53,0.16,23.0,3.31,119.14,21.17,72.42,98.84,10.75,25.89,12
4.71,13.46,45.18,51.57,0.19,21.42,3.16,117.31,21.44,72.31,98.38,10.59,26.37,12
5.52,13.51,47.25,52.33,0.44,22.47,3.3,118.85,21.69,71.47,98.04,10.61,25.3,12
5.45,13.76,46.97,51.57,0.13,22.0,3.59,116.88,20.54,71.12,98.45,10.65,26.43,12
5.39,13.07,47.22,52.51,0.18,22.33,3.34,117.51,20.57,71.16,98.98,10.31,26.14,12
4.77,14.04,45.76,51.44,0.21,21.28,4.01,113.88,20.33,69.23,96.25,9.84,25.64,12
5.23,13.85,48.29,54.81,0.07,23.62,4.26,124.04,22.03,75.84,100.51,9.56,26.83,12
5.79,13.6,48.51,54.38,0.13,22.93,4.28,122.11,21.74,75.73,100.93,10.55,27.25,12
5.18,13.72,47.51,53.63,0.17,23.52,3.54,119.47,21.59,74.29,100.76,10.11,27.12,12
5.26,13.33,46.9,52.13,0.24,22.99,3.45,117.53,21.33,72.87,98.66,10.23,26.62,12
5.67,13.54,46.49,52.14,0.16,22.92,3.85,118.53,21.18,71.75,98.04,10.3,27.3,12
4.79,12.95,45.46,51.07,0.18,21.78,3.47,117.57,20.69,71.13,98.09,10.39,26.07,12
4.97,13.61,46.93,52.68,0.19,22.86,4.47,119.53,20.61,71.72,98.46,10.46,25.9,12
5.48,14.35,49.71,55.37,0.25,25.03,4.46,123.12,21.97,74.55,101.99,10.85,27.03,12
5.93,14.46,50.0,57.08,0.2,25.26,4.23,123.83,22.1,74.01,101.5,10.36,26.81,12
5.33,14.18,48.01,53.39,0.22,23.3,4.59,118.13,20.39,70.92,99.56,10.4,26.42,12
5.06,13.05,45.41,52.0,0.1,21.73,3.39,119.88,21.36,74.29,97.74,9.46,26.37,12
4.87,12.67,44.92,51.71,0.37,21.15,3.67,118.46,21.35,73.01,96.9,9.6,26.14,12
5.57,13.65,47.58,54.37,0.35,23.22,4.22,119.65,21.73,73.83,98.55,10.65,27.09,12
5.34,13.41,45.81,51.63,0.19,21.88,3.61,117.42,22.15,72.62,97.87,10.57,27.11,12
5.19,14.14,48.79,54.64,0.39,23.21,3.87,121.25,21.79,73.44,100.0,10.21,26.38,12
5.1,13.92,48.22,54.66,0.08,23.44,5.08,123.34,20.95,74.08,100.21,10.12,26.59,12
5.62,13.9,45.89,51.91,0.24,22.49,4.38,120.21,20.65,72.43,98.24,10.35,26.37,12
5.65,14.1,49.68,54.94,0.26,24.22,4.36,124.44,22.37,74.14,102.64,10.52,26.94,12
5.65,14.29,48.09,54.19,0.42,23.42,3.61,121.64,21.62,72.59,100.24,10.71,26.84,12
5.53,13.36,46.86,51.96,0.14,22.65,3.48,116.7,20.2,70.34,97.98,10.48,26.46,12
4.48,12.38,44.08,49.57,0.1,20.22,3.12,114.76,20.02,71.9,94.37,9.25,25.09,12
5.12,14.09,45.64,51.16,0.24,21.22,4.12,117.6,20.74,73.28,97.74,10.52,26.75,12
5.76,14.1,47.6,53.71,0.02,23.17,4.7,120.6,21.9,75.01,100.02,10.29,27.12,12
5.46,13.74,46.98,53.19,0.25,22.22,4.47,117.55,21.39,73.17,99.02,9.89,26.57,12
5.47,13.95,45.81,52.54,0.29,22.54,4.43,118.77,21.86,73.08,99.14,10.54,26.14,12
6.24,14.77,48.45,56.82,0.27,25.08,4.27,123.47,21.78,73.53,100.79,9.88,26.96,12
5.92,14.5,47.37,53.63,0.27,23.57,4.51,120.83,21.26,73.34,98.98,10.52,26.41,12
5.35,14.41,46.71,52.75,0.17,23.09,4.67,119.78,21.28,71.84,99.91,10.68,26.58,12
4.8,13.39,44.78,51.75,0.38,21.49,3.98,114.15,20.51,69.63,96.63,9.82,25.26,12
4.32,12.03,42.33,48.13,0.13,19.66,3.33,108.97,18.92,67.79,92.85,9.16,25.14,12
4.7,12.62,43.96,50.71,0.12,20.96,2.92,114.31,20.65,73.71,94.76,8.62,25.17,12
6.26,13.89,46.96,52.83,0.35,22.59,4.16,117.97,21.74,74.62,97.51,10.12,26.04,12
5.45,13.72,47.1,52.8,0.1,22.77,4.11,117.94,21.76,75.2,100.14,10.27,26.81,12
5.79,13.7,48.13,54.22,0.23,23.46,4.35,119.5,21.94,74.63,101.12,10.27,26.68,12
5.09,13.25,45.53,51.03,0.18,22.09,4.14,114.64,20.37,72.04,97.9,9.16,26.12,12
5.01,14.07,45.74,51.43,0.1,22.41,3.83,116.17,20.59,72.7,98.35,10.14,26.04,12
5.22,14.01,45.56,51.27,0.22,22.1,3.83,115.72,21.0,72.53,98.03,9.98,26.07,12
4.84,13.01,44.58,49.7,0.33,21.54,4.27,115.16,20.31,70.39,96.41,9.16,25.72,12
4.02,12.32,44.05,49.23,0.21,20.76,3.32,110.1,19.15,67.87,93.6,8.79,24.11,12
3.57,11.42,41.83,45.65,0.27,18.99,3.27,105.29,18.26,65.86,91.36,8.7,23.82,12
5.26,11.91,44.6,51.4,0.3,21.56,3.32,112.73,20.88,70.44,96.58,8.56,25.13,12
6.11,14.13,46.39,54.17,0.47,23.4,4.35,116.92,20.88,72.45,97.84,10.49,25.76,12
5.59,13.73,45.99,52.95,0.28,22.76,4.09,116.04,20.92,71.94,96.98,10.96,26.03,12
6.27,13.46,45.58,52.58,0.39,22.48,3.96,116.0,20.93,70.76,98.15,10.21,26.21,12
6.32,14.39,48.38,55.11,0.49,24.36,3.99,120.56,20.84,72.12,97.64,10.59,26.25,12
6.53,14.88,48.71,55.39,0.51,24.47,4.27,122.69,21.72,72.8,98.78,10.5,26.69,12
5.82,13.79,46.7,51.83,0.35,23.43,3.71,119.68,20.21,69.92,96.68,10.03,26.83,12
6.71,14.19,48.04,54.86,0.34,24.39,4.87,119.62,21.58,70.9,97.84,10.02,26.26,12
6.05,14.51,49.37,55.42,0.49,24.43,4.46,121.39,21.68,72.31,100.21,10.21,26.94,12
7.63,16.03,53.93,60.13,0.66,28.18,5.84,126.29,22.55,75.05,103.95,11.71,28.08,12
5.6,13.36,47.32,54.53,0.46,22.76,3.96,118.65,21.44,72.66,98.34,9.3,25.22,12
5.79,14.84,47.14,53.88,0.49,23.49,4.29,118.98,21.68,72.31,98.1,10.19,25.79,12
6.31,15.14,48.0,54.24,0.3,24.13,4.93,120.73,21.39,72.16,97.73,11.05,26.87,12
5.99,13.19,46.18,52.55,0.48,22.66,4.54,117.74,21.12,70.35,95.81,11.09,25.63,12
5.82,13.73,46.7,53.17,0.14,23.19,4.45,120.18,21.09,70.46,98.19,9.78,26.38,12
6.76,14.79,50.6,57.82,0.41,25.63,4.19,125.99,21.95,73.23,100.94,10.85,26.97,12
6.11,14.71,47.8,52.84,0.31,23.76,4.29,120.94,21.23,70.74,98.16,11.57,26.74,12
5.93,13.71,47.44,51.45,0.27,23.28,4.35,117.49,20.62,70.13,97.17,10.6,25.96,12
6.57,14.89,51.03,56.54,0.35,26.02,5.46,122.01,21.75,72.58,101.47,10.92,27.36,12
5.42,14.44,49.28,54.04,0.39,24.69,4.66,119.8,20.74,71.0,100.77,10.76,26.87,12
5.21,12.47,45.66,52.4,0.41,22.82,3.34,117.19,20.96,71.39,95.33,9.22,25.08,12
5.05,11.75,43.34,48.18,0.18,20.91,3.34,112.29,20.19,69.46,93.67,9.5,24.82,12
5.78,13.98,45.47,52.63,0.28,22.71,3.7,117.67,21.44,71.59,95.87,9.98,25.7,12
6.21,13.78,47.64,54.07,0.36,23.8,4.03,121.08,21.1,72.55,98.27,10.45,26.49,12
5.53,14.48,48.97,55.14,0.35,23.88,4.55,122.12,21.34,72.58,99.37,10.69,26.33,12
6.37,13.98,46.6,53.2,0.46,23.32,4.27,121.15,20.99,71.92,98.44,10.9,26.99,12
6.69,14.44,49.06,55.68,0.43,25.0,4.72,123.63,21.49,72.18,99.64,11.05,27.01,12
6.28,14.23,47.7,52.76,0.34,23.86,3.89,120.22,21.27,71.05,98.07,10.61,26.49,12
5.73,13.89,49.29,54.74,0.32,24.69,4.6,121.31,21.73,71.79,100.26,10.32,27.05,12
6.68,15.42,51.22,57.1,0.36,26.04,4.89,123.04,22.15,73.08,101.76,11.18,27.78,12
5.38,12.78,46.06,52.63,0.51,22.45,3.58,117.77,20.91,72.81,96.16,9.21,26.16,12
6.03,14.17,47.82,53.74,0.25,23.14,4.14,120.52,20.97,72.58,98.15,9.86,25.79,12
6.17,12.36,45.97,52.09,0.19,22.94,3.86,117.5,21.27,71.85,97.07,10.54,25.34,12
6.53,13.93,48.6,55.96,0.22,24.7,4.5,123.71,21.61,73.48,99.22,10.73,26.78,12
6.12,13.56,46.88,52.82,0.36,23.87,4.19,122.25,21.19,72.46,99.84,11.11,26.92,12
5.88,13.63,46.85,53.57,0.42,23.12,4.27,123.13,21.16,73.52,99.72,10.08,27.52,12
6.08,13.52,47.74,53.3,0.36,23.97,4.26,123.1,21.69,72.47,98.98,10.96,26.42,12
6.64,15.29,49.28,55.43,0.39,25.59,5.03,124.29,21.95,72.55,101.82,10.74,26.8,12
